,activity
5278,STANDING
5279,STANDING
5280,STANDING
5281,STANDING
5282,STANDING
5283,STANDING
5284,STANDING
5285,STANDING
5286,STANDING
5287,STANDING
5288,STANDING
5289,STANDING
5290,STANDING
5291,STANDING
5292,STANDING
5293,STANDING
5294,STANDING
5295,STANDING
5296,STANDING
5297,STANDING
5298,STANDING
5299,STANDING
5300,STANDING
5301,STANDING
5302,STANDING
5303,STANDING
5304,STANDING
5305,STANDING
5306,STANDING
5307,STANDING
5308,SITTING
5309,SITTING
5310,SITTING
5311,SITTING
5312,SITTING
5313,SITTING
5314,SITTING
5315,SITTING
5316,SITTING
5317,SITTING
5318,SITTING
5319,SITTING
5320,SITTING
5321,SITTING
5322,SITTING
5323,SITTING
5324,SITTING
5325,SITTING
5326,SITTING
5327,SITTING
5328,SITTING
5329,SITTING
5330,SITTING
5331,SITTING
5332,SITTING
5333,SITTING
5334,SITTING
5335,SITTING
5336,SITTING
5337,SITTING
5338,SITTING
5339,LAYING
5340,LAYING
5341,LAYING
5342,LAYING
5343,LAYING
5344,LAYING
5345,LAYING
5346,LAYING
5347,LAYING
5348,LAYING
5349,LAYING
5350,LAYING
5351,LAYING
5352,LAYING
5353,LAYING
5354,LAYING
5355,LAYING
5356,LAYING
5357,LAYING
5358,LAYING
5359,LAYING
5360,LAYING
5361,LAYING
5362,LAYING
5363,LAYING
5364,LAYING
5365,LAYING
5366,LAYING
5367,LAYING
5368,LAYING
5369,LAYING
5370,LAYING
5371,LAYING
5372,LAYING
5373,LAYING
5374,LAYING
5375,LAYING
5376,LAYING
5377,LAYING
5378,LAYING
5379,WALKING
5380,WALKING
5381,WALKING
5382,WALKING
5383,WALKING
5384,WALKING
5385,WALKING
5386,WALKING
5387,WALKING
5388,WALKING
5389,WALKING
5390,WALKING
5391,WALKING
5392,WALKING
5393,WALKING
5394,WALKING
5395,WALKING
5396,WALKING
5397,WALKING
5398,WALKING
5399,WALKING
5400,WALKING
5401,WALKING
5402,WALKING
5403,WALKING
5404,WALKING
5405,WALKING
5406,WALKING
5407,WALKING
5408,WALKING
5409,WALKING
5410,WALKING
5411,WALKING
5412,WALKING
5413,WALKING
5414,WALKING
5415,WALKING
5416,WALKING
5417,WALKING_DOWNSTAIRS
5418,WALKING_DOWNSTAIRS
5419,WALKING_DOWNSTAIRS
5420,WALKING_DOWNSTAIRS
5421,WALKING_DOWNSTAIRS
5422,WALKING_DOWNSTAIRS
5423,WALKING_DOWNSTAIRS
5424,WALKING_DOWNSTAIRS
5425,WALKING_DOWNSTAIRS
5426,WALKING_DOWNSTAIRS
5427,WALKING_DOWNSTAIRS
5428,WALKING_DOWNSTAIRS
5429,WALKING_DOWNSTAIRS
5430,WALKING_DOWNSTAIRS
5431,WALKING_DOWNSTAIRS
5432,WALKING_DOWNSTAIRS
5433,WALKING_DOWNSTAIRS
5434,WALKING_DOWNSTAIRS
5435,WALKING_DOWNSTAIRS
5436,WALKING_DOWNSTAIRS
5437,WALKING_DOWNSTAIRS
5438,WALKING_DOWNSTAIRS
5439,WALKING_DOWNSTAIRS
5440,WALKING_DOWNSTAIRS
5441,WALKING_DOWNSTAIRS
5442,WALKING_DOWNSTAIRS
5443,WALKING_DOWNSTAIRS
5444,WALKING_DOWNSTAIRS
5445,WALKING_UPSTAIRS
5446,WALKING_UPSTAIRS
5447,WALKING_UPSTAIRS
5448,WALKING_UPSTAIRS
5449,WALKING_UPSTAIRS
5450,WALKING_UPSTAIRS
5451,WALKING_UPSTAIRS
5452,WALKING_UPSTAIRS
5453,WALKING_UPSTAIRS
5454,WALKING_UPSTAIRS
5455,WALKING_UPSTAIRS
5456,WALKING_UPSTAIRS
5457,WALKING_UPSTAIRS
5458,WALKING_UPSTAIRS
5459,WALKING_UPSTAIRS
5460,WALKING_UPSTAIRS
5461,WALKING_UPSTAIRS
5462,WALKING_UPSTAIRS
5463,WALKING_UPSTAIRS
5464,WALKING_UPSTAIRS
5465,WALKING_UPSTAIRS
5466,WALKING_UPSTAIRS
5467,WALKING_UPSTAIRS
5468,WALKING_UPSTAIRS
5469,WALKING_UPSTAIRS
5470,WALKING_UPSTAIRS
5471,WALKING_UPSTAIRS
5472,WALKING_UPSTAIRS
5473,WALKING_UPSTAIRS
5474,WALKING_UPSTAIRS
5475,STANDING
5476,STANDING
5477,STANDING
5478,STANDING
5479,STANDING
5480,STANDING
5481,STANDING
5482,STANDING
5483,STANDING
5484,STANDING
5485,STANDING
5486,STANDING
5487,STANDING
5488,STANDING
5489,STANDING
5490,STANDING
5491,STANDING
5492,STANDING
5493,STANDING
5494,STANDING
5495,STANDING
5496,STANDING
5497,STANDING
5498,STANDING
5499,STANDING
5500,STANDING
5501,STANDING
5502,STANDING
5503,STANDING
5504,STANDING
5505,STANDING
5506,STANDING
5507,STANDING
5508,STANDING
5509,STANDING
5510,STANDING
5511,STANDING
5512,STANDING
5513,SITTING
5514,SITTING
5515,SITTING
5516,SITTING
5517,SITTING
5518,SITTING
5519,SITTING
5520,SITTING
5521,SITTING
5522,SITTING
5523,SITTING
5524,SITTING
5525,SITTING
5526,SITTING
5527,SITTING
5528,SITTING
5529,SITTING
5530,SITTING
5531,SITTING
5532,SITTING
5533,SITTING
5534,SITTING
5535,SITTING
5536,SITTING
5537,SITTING
5538,SITTING
5539,SITTING
5540,SITTING
5541,SITTING
5542,SITTING
5543,SITTING
5544,SITTING
5545,SITTING
5546,SITTING
5547,SITTING
5548,SITTING
5549,SITTING
5550,SITTING
5551,SITTING
5552,SITTING
5553,SITTING
5554,SITTING
5555,SITTING
5556,SITTING
5557,LAYING
5558,LAYING
5559,LAYING
5560,LAYING
5561,LAYING
5562,LAYING
5563,LAYING
5564,LAYING
5565,LAYING
5566,LAYING
5567,LAYING
5568,LAYING
5569,LAYING
5570,LAYING
5571,LAYING
5572,LAYING
5573,LAYING
5574,LAYING
5575,LAYING
5576,LAYING
5577,LAYING
5578,LAYING
5579,LAYING
5580,LAYING
5581,LAYING
5582,LAYING
5583,LAYING
5584,LAYING
5585,LAYING
5586,LAYING
5587,LAYING
5588,LAYING
5589,LAYING
5590,LAYING
5591,WALKING
5592,WALKING
5593,WALKING
5594,WALKING
5595,WALKING
5596,WALKING
5597,WALKING
5598,WALKING
5599,WALKING
5600,WALKING
5601,WALKING
5602,WALKING
5603,WALKING
5604,WALKING
5605,WALKING
5606,WALKING
5607,WALKING
5608,WALKING
5609,WALKING
5610,WALKING
5611,WALKING
5612,WALKING
5613,WALKING
5614,WALKING
5615,WALKING
5616,WALKING
5617,WALKING
5618,WALKING
5619,WALKING_DOWNSTAIRS
5620,WALKING_DOWNSTAIRS
5621,WALKING_DOWNSTAIRS
5622,WALKING_DOWNSTAIRS
5623,WALKING_DOWNSTAIRS
5624,WALKING_DOWNSTAIRS
5625,WALKING_DOWNSTAIRS
5626,WALKING_DOWNSTAIRS
5627,WALKING_DOWNSTAIRS
5628,WALKING_DOWNSTAIRS
5629,WALKING_DOWNSTAIRS
5630,WALKING_DOWNSTAIRS
5631,WALKING_DOWNSTAIRS
5632,WALKING_DOWNSTAIRS
5633,WALKING_DOWNSTAIRS
5634,WALKING_DOWNSTAIRS
5635,WALKING_DOWNSTAIRS
5636,WALKING_DOWNSTAIRS
5637,WALKING_DOWNSTAIRS
5638,WALKING_DOWNSTAIRS
5639,WALKING_DOWNSTAIRS
5640,WALKING_DOWNSTAIRS
5641,WALKING_DOWNSTAIRS
5642,WALKING_DOWNSTAIRS
5643,WALKING_DOWNSTAIRS
5644,WALKING_UPSTAIRS
5645,WALKING_UPSTAIRS
5646,WALKING_UPSTAIRS
5647,WALKING_UPSTAIRS
5648,WALKING_UPSTAIRS
5649,WALKING_UPSTAIRS
5650,WALKING_UPSTAIRS
5651,WALKING_UPSTAIRS
5652,WALKING_UPSTAIRS
5653,WALKING_UPSTAIRS
5654,WALKING_UPSTAIRS
5655,WALKING_UPSTAIRS
5656,WALKING_UPSTAIRS
5657,WALKING_UPSTAIRS
5658,WALKING_UPSTAIRS
5659,WALKING_UPSTAIRS
5660,WALKING_UPSTAIRS
5661,WALKING_UPSTAIRS
5662,WALKING_UPSTAIRS
5663,WALKING_UPSTAIRS
5664,WALKING_UPSTAIRS
5665,WALKING_UPSTAIRS
5666,WALKING_UPSTAIRS
5667,WALKING_UPSTAIRS
5668,WALKING_UPSTAIRS
5669,WALKING_UPSTAIRS
5670,WALKING_UPSTAIRS
5671,WALKING_UPSTAIRS
5672,STANDING
5673,STANDING
5674,STANDING
5675,STANDING
5676,STANDING
5677,STANDING
5678,STANDING
5679,STANDING
5680,STANDING
5681,STANDING
5682,STANDING
5683,STANDING
5684,STANDING
5685,STANDING
5686,STANDING
5687,STANDING
5688,STANDING
5689,STANDING
5690,STANDING
5691,STANDING
5692,STANDING
5693,STANDING
5694,STANDING
5695,STANDING
5696,STANDING
5697,STANDING
5698,STANDING
5699,STANDING
5700,STANDING
5701,STANDING
5702,STANDING
5703,STANDING
5704,STANDING
5705,STANDING
5706,STANDING
5707,STANDING
5708,SITTING
5709,SITTING
5710,SITTING
5711,SITTING
5712,SITTING
5713,SITTING
5714,SITTING
5715,SITTING
5716,SITTING
5717,SITTING
5718,SITTING
5719,SITTING
5720,SITTING
5721,SITTING
5722,SITTING
5723,SITTING
5724,SITTING
5725,SITTING
5726,SITTING
5727,SITTING
5728,SITTING
5729,SITTING
5730,SITTING
5731,SITTING
5732,SITTING
5733,SITTING
5734,SITTING
5735,SITTING
5736,SITTING
5737,SITTING
5738,SITTING
5739,SITTING
5740,SITTING
5741,SITTING
5742,LAYING
5743,LAYING
5744,LAYING
5745,LAYING
5746,LAYING
5747,LAYING
5748,LAYING
5749,LAYING
5750,LAYING
5751,LAYING
5752,LAYING
5753,LAYING
5754,LAYING
5755,LAYING
5756,LAYING
5757,LAYING
5758,LAYING
5759,LAYING
5760,LAYING
5761,LAYING
5762,LAYING
5763,LAYING
5764,LAYING
5765,LAYING
5766,LAYING
5767,LAYING
5768,LAYING
5769,LAYING
5770,LAYING
5771,LAYING
5772,LAYING
5773,LAYING
5774,LAYING
5775,LAYING
5776,LAYING
5777,LAYING
5778,LAYING
5779,LAYING
5780,LAYING
5781,LAYING
5782,LAYING
5783,LAYING
5784,WALKING
5785,WALKING
5786,WALKING
5787,WALKING
5788,WALKING
5789,WALKING
5790,WALKING
5791,WALKING
5792,WALKING
5793,WALKING
5794,WALKING
5795,WALKING
5796,WALKING
5797,WALKING
5798,WALKING
5799,WALKING
5800,WALKING
5801,WALKING
5802,WALKING
5803,WALKING
5804,WALKING
5805,WALKING
5806,WALKING
5807,WALKING
5808,WALKING
5809,WALKING
5810,WALKING
5811,WALKING
5812,WALKING
5813,WALKING
5814,WALKING
5815,WALKING_DOWNSTAIRS
5816,WALKING_DOWNSTAIRS
5817,WALKING_DOWNSTAIRS
5818,WALKING_DOWNSTAIRS
5819,WALKING_DOWNSTAIRS
5820,WALKING_DOWNSTAIRS
5821,WALKING_DOWNSTAIRS
5822,WALKING_DOWNSTAIRS
5823,WALKING_DOWNSTAIRS
5824,WALKING_DOWNSTAIRS
5825,WALKING_DOWNSTAIRS
5826,WALKING_DOWNSTAIRS
5827,WALKING_DOWNSTAIRS
5828,WALKING_DOWNSTAIRS
5829,WALKING_DOWNSTAIRS
5830,WALKING_DOWNSTAIRS
5831,WALKING_DOWNSTAIRS
5832,WALKING_UPSTAIRS
5833,WALKING_UPSTAIRS
5834,WALKING_UPSTAIRS
5835,WALKING_UPSTAIRS
5836,WALKING_UPSTAIRS
5837,WALKING_UPSTAIRS
5838,WALKING_UPSTAIRS
5839,WALKING_UPSTAIRS
5840,WALKING_UPSTAIRS
5841,WALKING_UPSTAIRS
5842,WALKING_UPSTAIRS
5843,WALKING_UPSTAIRS
5844,WALKING_UPSTAIRS
5845,WALKING_UPSTAIRS
5846,WALKING_UPSTAIRS
5847,WALKING_UPSTAIRS
5848,WALKING_UPSTAIRS
5849,WALKING_UPSTAIRS
5850,WALKING_DOWNSTAIRS
5851,WALKING_DOWNSTAIRS
5852,WALKING_DOWNSTAIRS
5853,WALKING_DOWNSTAIRS
5854,WALKING_DOWNSTAIRS
5855,WALKING_DOWNSTAIRS
5856,WALKING_DOWNSTAIRS
5857,WALKING_DOWNSTAIRS
5858,WALKING_UPSTAIRS
5859,WALKING_UPSTAIRS
5860,WALKING_UPSTAIRS
5861,WALKING_UPSTAIRS
5862,WALKING_UPSTAIRS
5863,WALKING_UPSTAIRS
5864,WALKING_UPSTAIRS
5865,WALKING_UPSTAIRS
5866,WALKING_UPSTAIRS
5867,STANDING
5868,STANDING
5869,STANDING
5870,STANDING
5871,STANDING
5872,STANDING
5873,STANDING
5874,STANDING
5875,STANDING
5876,STANDING
5877,STANDING
5878,STANDING
5879,STANDING
5880,STANDING
5881,STANDING
5882,STANDING
5883,STANDING
5884,STANDING
5885,STANDING
5886,STANDING
5887,STANDING
5888,STANDING
5889,STANDING
5890,STANDING
5891,STANDING
5892,STANDING
5893,STANDING
5894,STANDING
5895,STANDING
5896,STANDING
5897,STANDING
5898,STANDING
5899,STANDING
5900,STANDING
5901,STANDING
5902,STANDING
5903,SITTING
5904,SITTING
5905,SITTING
5906,SITTING
5907,SITTING
5908,SITTING
5909,SITTING
5910,SITTING
5911,SITTING
5912,SITTING
5913,SITTING
5914,SITTING
5915,SITTING
5916,SITTING
5917,SITTING
5918,SITTING
5919,SITTING
5920,SITTING
5921,SITTING
5922,SITTING
5923,SITTING
5924,SITTING
5925,SITTING
5926,SITTING
5927,SITTING
5928,SITTING
5929,SITTING
5930,SITTING
5931,SITTING
5932,SITTING
5933,SITTING
5934,SITTING
5935,SITTING
5936,SITTING
5937,SITTING
5938,SITTING
5939,SITTING
5940,LAYING
5941,LAYING
5942,LAYING
5943,LAYING
5944,LAYING
5945,LAYING
5946,LAYING
5947,LAYING
5948,LAYING
5949,LAYING
5950,LAYING
5951,LAYING
5952,LAYING
5953,LAYING
5954,LAYING
5955,LAYING
5956,LAYING
5957,LAYING
5958,LAYING
5959,LAYING
5960,LAYING
5961,LAYING
5962,LAYING
5963,LAYING
5964,LAYING
5965,LAYING
5966,LAYING
5967,LAYING
5968,LAYING
5969,LAYING
5970,LAYING
5971,LAYING
5972,LAYING
5973,LAYING
5974,LAYING
5975,LAYING
5976,WALKING
5977,WALKING
5978,WALKING
5979,WALKING
5980,WALKING
5981,WALKING
5982,WALKING
5983,WALKING
5984,WALKING
5985,WALKING
5986,WALKING
5987,WALKING
5988,WALKING
5989,WALKING
5990,WALKING
5991,WALKING
5992,WALKING
5993,WALKING
5994,WALKING
5995,WALKING
5996,WALKING
5997,WALKING
5998,WALKING
5999,WALKING
6000,WALKING
6001,WALKING
6002,WALKING
6003,WALKING
6004,WALKING_DOWNSTAIRS
6005,WALKING_DOWNSTAIRS
6006,WALKING_DOWNSTAIRS
6007,WALKING_DOWNSTAIRS
6008,WALKING_DOWNSTAIRS
6009,WALKING_DOWNSTAIRS
6010,WALKING_DOWNSTAIRS
6011,WALKING_DOWNSTAIRS
6012,WALKING_DOWNSTAIRS
6013,WALKING_DOWNSTAIRS
6014,WALKING_DOWNSTAIRS
6015,WALKING_DOWNSTAIRS
6016,WALKING_DOWNSTAIRS
6017,WALKING_DOWNSTAIRS
6018,WALKING_DOWNSTAIRS
6019,WALKING_DOWNSTAIRS
6020,WALKING_DOWNSTAIRS
6021,WALKING_DOWNSTAIRS
6022,WALKING_DOWNSTAIRS
6023,WALKING_DOWNSTAIRS
6024,WALKING_DOWNSTAIRS
6025,WALKING_DOWNSTAIRS
6026,WALKING_UPSTAIRS
6027,WALKING_UPSTAIRS
6028,WALKING_UPSTAIRS
6029,WALKING_UPSTAIRS
6030,WALKING_UPSTAIRS
6031,WALKING_UPSTAIRS
6032,WALKING_UPSTAIRS
6033,WALKING_UPSTAIRS
6034,WALKING_UPSTAIRS
6035,WALKING_UPSTAIRS
6036,WALKING_UPSTAIRS
6037,WALKING_UPSTAIRS
6038,WALKING_UPSTAIRS
6039,WALKING_UPSTAIRS
6040,WALKING_UPSTAIRS
6041,WALKING_UPSTAIRS
6042,WALKING_UPSTAIRS
6043,WALKING_UPSTAIRS
6044,WALKING_UPSTAIRS
6045,WALKING_UPSTAIRS
6046,WALKING_UPSTAIRS
6047,WALKING_UPSTAIRS
6048,WALKING_UPSTAIRS
6049,WALKING_UPSTAIRS
6050,WALKING_UPSTAIRS
6051,STANDING
6052,STANDING
6053,STANDING
6054,STANDING
6055,STANDING
6056,STANDING
6057,STANDING
6058,STANDING
6059,STANDING
6060,STANDING
6061,STANDING
6062,STANDING
6063,STANDING
6064,STANDING
6065,STANDING
6066,STANDING
6067,STANDING
6068,STANDING
6069,STANDING
6070,STANDING
6071,STANDING
6072,STANDING
6073,STANDING
6074,STANDING
6075,STANDING
6076,STANDING
6077,STANDING
6078,STANDING
6079,STANDING
6080,STANDING
6081,STANDING
6082,STANDING
6083,STANDING
6084,STANDING
6085,STANDING
6086,STANDING
6087,STANDING
6088,STANDING
6089,STANDING
6090,STANDING
6091,STANDING
6092,STANDING
6093,STANDING
6094,STANDING
6095,SITTING
6096,SITTING
6097,SITTING
6098,SITTING
6099,SITTING
6100,SITTING
6101,SITTING
6102,SITTING
6103,SITTING
6104,SITTING
6105,SITTING
6106,SITTING
6107,SITTING
6108,SITTING
6109,SITTING
6110,SITTING
6111,SITTING
6112,SITTING
6113,SITTING
6114,SITTING
6115,SITTING
6116,SITTING
6117,SITTING
6118,SITTING
6119,SITTING
6120,SITTING
6121,SITTING
6122,SITTING
6123,SITTING
6124,SITTING
6125,SITTING
6126,SITTING
6127,SITTING
6128,LAYING
6129,LAYING
6130,LAYING
6131,LAYING
6132,LAYING
6133,LAYING
6134,LAYING
6135,LAYING
6136,LAYING
6137,LAYING
6138,LAYING
6139,LAYING
6140,LAYING
6141,LAYING
6142,LAYING
6143,LAYING
6144,LAYING
6145,LAYING
6146,LAYING
6147,LAYING
6148,LAYING
6149,LAYING
6150,LAYING
6151,LAYING
6152,LAYING
6153,LAYING
6154,LAYING
6155,LAYING
6156,LAYING
6157,LAYING
6158,LAYING
6159,LAYING
6160,LAYING
6161,LAYING
6162,LAYING
6163,LAYING
6164,LAYING
6165,LAYING
6166,WALKING
6167,WALKING
6168,WALKING
6169,WALKING
6170,WALKING
6171,WALKING
6172,WALKING
6173,WALKING
6174,WALKING
6175,WALKING
6176,WALKING
6177,WALKING
6178,WALKING
6179,WALKING
6180,WALKING
6181,WALKING
6182,WALKING
6183,WALKING
6184,WALKING
6185,WALKING
6186,WALKING
6187,WALKING
6188,WALKING
6189,WALKING
6190,WALKING
6191,WALKING
6192,WALKING
6193,WALKING
6194,WALKING
6195,WALKING_DOWNSTAIRS
6196,WALKING_DOWNSTAIRS
6197,WALKING_DOWNSTAIRS
6198,WALKING_DOWNSTAIRS
6199,WALKING_DOWNSTAIRS
6200,WALKING_DOWNSTAIRS
6201,WALKING_DOWNSTAIRS
6202,WALKING_DOWNSTAIRS
6203,WALKING_DOWNSTAIRS
6204,WALKING_DOWNSTAIRS
6205,WALKING_DOWNSTAIRS
6206,WALKING_DOWNSTAIRS
6207,WALKING_DOWNSTAIRS
6208,WALKING_DOWNSTAIRS
6209,WALKING_DOWNSTAIRS
6210,WALKING_DOWNSTAIRS
6211,WALKING_DOWNSTAIRS
6212,WALKING_DOWNSTAIRS
6213,WALKING_DOWNSTAIRS
6214,WALKING_DOWNSTAIRS
6215,WALKING_DOWNSTAIRS
6216,WALKING_DOWNSTAIRS
6217,WALKING_UPSTAIRS
6218,WALKING_UPSTAIRS
6219,WALKING_UPSTAIRS
6220,WALKING_UPSTAIRS
6221,WALKING_UPSTAIRS
6222,WALKING_UPSTAIRS
6223,WALKING_UPSTAIRS
6224,WALKING_UPSTAIRS
6225,WALKING_UPSTAIRS
6226,WALKING_UPSTAIRS
6227,WALKING_UPSTAIRS
6228,WALKING_UPSTAIRS
6229,WALKING_UPSTAIRS
6230,WALKING_UPSTAIRS
6231,WALKING_UPSTAIRS
6232,WALKING_UPSTAIRS
6233,WALKING_UPSTAIRS
6234,WALKING_UPSTAIRS
6235,WALKING_UPSTAIRS
6236,WALKING_UPSTAIRS
6237,WALKING_UPSTAIRS
6238,WALKING_UPSTAIRS
6239,WALKING_UPSTAIRS
6240,WALKING_UPSTAIRS
6241,WALKING_UPSTAIRS
6242,WALKING_UPSTAIRS
6243,STANDING
6244,STANDING
6245,STANDING
6246,STANDING
6247,STANDING
6248,STANDING
6249,STANDING
6250,STANDING
6251,STANDING
6252,STANDING
6253,STANDING
6254,STANDING
6255,STANDING
6256,STANDING
6257,STANDING
6258,STANDING
6259,STANDING
6260,STANDING
6261,STANDING
6262,STANDING
6263,STANDING
6264,STANDING
6265,STANDING
6266,STANDING
6267,STANDING
6268,STANDING
6269,STANDING
6270,STANDING
6271,STANDING
6272,STANDING
6273,STANDING
6274,STANDING
6275,STANDING
6276,STANDING
6277,STANDING
6278,STANDING
6279,STANDING
6280,STANDING
6281,STANDING
6282,STANDING
6283,STANDING
6284,STANDING
6285,STANDING
6286,SITTING
6287,SITTING
6288,SITTING
6289,SITTING
6290,SITTING
6291,SITTING
6292,SITTING
6293,SITTING
6294,SITTING
6295,SITTING
6296,SITTING
6297,SITTING
6298,SITTING
6299,SITTING
6300,SITTING
6301,SITTING
6302,SITTING
6303,SITTING
6304,SITTING
6305,SITTING
6306,SITTING
6307,SITTING
6308,SITTING
6309,SITTING
6310,SITTING
6311,SITTING
6312,SITTING
6313,SITTING
6314,SITTING
6315,SITTING
6316,SITTING
6317,SITTING
6318,SITTING
6319,SITTING
6320,SITTING
6321,SITTING
6322,SITTING
6323,SITTING
6324,SITTING
6325,SITTING
6326,SITTING
6327,SITTING
6328,SITTING
6329,LAYING
6330,LAYING
6331,LAYING
6332,LAYING
6333,LAYING
6334,LAYING
6335,LAYING
6336,LAYING
6337,LAYING
6338,LAYING
6339,LAYING
6340,LAYING
6341,LAYING
6342,LAYING
6343,LAYING
6344,LAYING
6345,LAYING
6346,LAYING
6347,LAYING
6348,LAYING
6349,LAYING
6350,LAYING
6351,LAYING
6352,LAYING
6353,LAYING
6354,LAYING
6355,LAYING
6356,LAYING
6357,LAYING
6358,LAYING
6359,LAYING
6360,LAYING
6361,LAYING
6362,LAYING
6363,LAYING
6364,LAYING
6365,LAYING
6366,LAYING
6367,LAYING
6368,LAYING
6369,LAYING
6370,LAYING
6371,WALKING
6372,WALKING
6373,WALKING
6374,WALKING
6375,WALKING
6376,WALKING
6377,WALKING
6378,WALKING
6379,WALKING
6380,WALKING
6381,WALKING
6382,WALKING
6383,WALKING
6384,WALKING
6385,WALKING
6386,WALKING
6387,WALKING
6388,WALKING
6389,WALKING
6390,WALKING
6391,WALKING
6392,WALKING
6393,WALKING
6394,WALKING
6395,WALKING
6396,WALKING
6397,WALKING
6398,WALKING
6399,WALKING_DOWNSTAIRS
6400,WALKING_DOWNSTAIRS
6401,WALKING_DOWNSTAIRS
6402,WALKING_DOWNSTAIRS
6403,WALKING_DOWNSTAIRS
6404,WALKING_DOWNSTAIRS
6405,WALKING_DOWNSTAIRS
6406,WALKING_DOWNSTAIRS
6407,WALKING_UPSTAIRS
6408,WALKING_UPSTAIRS
6409,WALKING_UPSTAIRS
6410,WALKING_UPSTAIRS
6411,WALKING_UPSTAIRS
6412,WALKING_UPSTAIRS
6413,WALKING_UPSTAIRS
6414,WALKING_UPSTAIRS
6415,WALKING_UPSTAIRS
6416,WALKING_DOWNSTAIRS
6417,WALKING_DOWNSTAIRS
6418,WALKING_DOWNSTAIRS
6419,WALKING_DOWNSTAIRS
6420,WALKING_DOWNSTAIRS
6421,WALKING_DOWNSTAIRS
6422,WALKING_DOWNSTAIRS
6423,WALKING_DOWNSTAIRS
6424,WALKING_DOWNSTAIRS
6425,WALKING_DOWNSTAIRS
6426,WALKING_DOWNSTAIRS
6427,WALKING_DOWNSTAIRS
6428,WALKING_DOWNSTAIRS
6429,WALKING_DOWNSTAIRS
6430,WALKING_DOWNSTAIRS
6431,WALKING_DOWNSTAIRS
6432,WALKING_UPSTAIRS
6433,WALKING_UPSTAIRS
6434,WALKING_UPSTAIRS
6435,WALKING_UPSTAIRS
6436,WALKING_UPSTAIRS
6437,WALKING_UPSTAIRS
6438,WALKING_UPSTAIRS
6439,WALKING_UPSTAIRS
6440,WALKING_UPSTAIRS
6441,WALKING_UPSTAIRS
6442,WALKING_UPSTAIRS
6443,WALKING_UPSTAIRS
6444,WALKING_UPSTAIRS
6445,WALKING_UPSTAIRS
6446,WALKING_UPSTAIRS
6447,WALKING_UPSTAIRS
6448,WALKING_UPSTAIRS
6449,WALKING_UPSTAIRS
6450,WALKING_UPSTAIRS
6451,STANDING
6452,STANDING
6453,STANDING
6454,STANDING
6455,STANDING
6456,STANDING
6457,STANDING
6458,STANDING
6459,STANDING
6460,STANDING
6461,STANDING
6462,STANDING
6463,STANDING
6464,STANDING
6465,STANDING
6466,STANDING
6467,STANDING
6468,STANDING
6469,STANDING
6470,STANDING
6471,STANDING
6472,STANDING
6473,STANDING
6474,STANDING
6475,STANDING
6476,STANDING
6477,STANDING
6478,STANDING
6479,STANDING
6480,STANDING
6481,STANDING
6482,STANDING
6483,STANDING
6484,STANDING
6485,STANDING
6486,STANDING
6487,SITTING
6488,SITTING
6489,SITTING
6490,SITTING
6491,SITTING
6492,SITTING
6493,SITTING
6494,SITTING
6495,SITTING
6496,SITTING
6497,SITTING
6498,SITTING
6499,SITTING
6500,SITTING
6501,SITTING
6502,SITTING
6503,SITTING
6504,SITTING
6505,SITTING
6506,SITTING
6507,SITTING
6508,SITTING
6509,SITTING
6510,SITTING
6511,SITTING
6512,SITTING
6513,SITTING
6514,SITTING
6515,SITTING
6516,LAYING
6517,LAYING
6518,LAYING
6519,LAYING
6520,LAYING
6521,LAYING
6522,LAYING
6523,LAYING
6524,LAYING
6525,LAYING
6526,LAYING
6527,LAYING
6528,LAYING
6529,LAYING
6530,LAYING
6531,LAYING
6532,LAYING
6533,LAYING
6534,LAYING
6535,LAYING
6536,LAYING
6537,LAYING
6538,LAYING
6539,LAYING
6540,LAYING
6541,LAYING
6542,LAYING
6543,LAYING
6544,LAYING
6545,LAYING
6546,LAYING
6547,LAYING
6548,LAYING
6549,LAYING
6550,LAYING
6551,LAYING
6552,LAYING
6553,LAYING
6554,WALKING
6555,WALKING
6556,WALKING
6557,WALKING
6558,WALKING
6559,WALKING
6560,WALKING
6561,WALKING
6562,WALKING
6563,WALKING
6564,WALKING
6565,WALKING
6566,WALKING
6567,WALKING
6568,WALKING
6569,WALKING
6570,WALKING
6571,WALKING
6572,WALKING
6573,WALKING
6574,WALKING
6575,WALKING
6576,WALKING
6577,WALKING
6578,WALKING
6579,WALKING
6580,WALKING_DOWNSTAIRS
6581,WALKING_DOWNSTAIRS
6582,WALKING_DOWNSTAIRS
6583,WALKING_DOWNSTAIRS
6584,WALKING_DOWNSTAIRS
6585,WALKING_DOWNSTAIRS
6586,WALKING_DOWNSTAIRS
6587,WALKING_DOWNSTAIRS
6588,WALKING_DOWNSTAIRS
6589,WALKING_DOWNSTAIRS
6590,WALKING_DOWNSTAIRS
6591,WALKING_DOWNSTAIRS
6592,WALKING_DOWNSTAIRS
6593,WALKING_DOWNSTAIRS
6594,WALKING_DOWNSTAIRS
6595,WALKING_DOWNSTAIRS
6596,WALKING_DOWNSTAIRS
6597,WALKING_DOWNSTAIRS
6598,WALKING_DOWNSTAIRS
6599,WALKING_DOWNSTAIRS
6600,WALKING_DOWNSTAIRS
6601,WALKING_DOWNSTAIRS
6602,WALKING_UPSTAIRS
6603,WALKING_UPSTAIRS
6604,WALKING_UPSTAIRS
6605,WALKING_UPSTAIRS
